No,Title,Image,Rating,ProdLink,TotalReviews,Price,OrgPrice,CouponsDesc,CouponsSummery,CouponPrice,PercentReduction,id
234,"Newest HP 17 Business Laptop, 11th Gen Intel Core i5-1135G7, 17.3"" FHD IPS Display, 16GB RAM, 512GB SSD, Wi-Fi 5, Bluetooth, HDMI, Webcam, Windows 10 Pro | 32GB Tela USB Card",https://m.media-amazon.com/images/I/61Vm6M0CAZL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-1920x1080-Quad-Core-i5-1035G1-Backlit/dp/B08H1KBHMH/ref=sr_1_219?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-219,14.0,799.0,799.0,,,799.0,0.0,234
235,"HP Pavilion Laptop (2021 Latest Model), AMD Athlon 3050U Processor, 16GB RAM, 256GB SSD, Long Battery Life, Webcam, HDMI, Bluetooth, WiFi, Gold, Win 10 + Oydisen Cloth",https://m.media-amazon.com/images/I/71lyifNQVvL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Pavilion-Processor-Battery-Bluetooth/dp/B0929G15NC/ref=sr_1_220?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-220,240.0,479.0,479.0,FREE Shipping by Amazon,Price may vary by color,479.0,0.0,235
236,"HP Envy 13 2021 Flagship Business Laptop 13.3"" FHD IPS 100% sRGB Display 11th Gen Intel Quad-Core i5-1135G7 (Beats i7-1065G7) 8GB RAM 256GB SSD Backlit KB Fingerprint Win10 Silver + HDMI Cable",https://m.media-amazon.com/images/I/71YVMh1k1TL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Envy-13-Quad-Core-Fingerprint/dp/B09CQ34MWP/ref=sr_1_221?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-221,8.0,659.0,659.0,,,659.0,0.0,236
237,"HP 2021 Pavilion Laptop, 15-inch Laptop, AMD Ryzen 7 5700U (>i7-1165G7), 32GB RAM, 1TB SSD, AMD Radeon Graphics, 15.6"" Full HD, B&O Audio, WiFi 6, Bluetooth, Webcam with JAWFOAL Accessories",https://m.media-amazon.com/images/I/610jBXaBscL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Pavilion-i7-1165G7-Bluetooth-Accessories/dp/B09QBYC4T1/ref=sr_1_217?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-217,5.0,919.99,919.99,FREE Shipping by Amazon,,919.99,0.0,237
263,"Hp Elitebook 840 G5 Business Laptop, 14 Diagonal FHD (1920 x 1080), 7th Gen Intel Core i5-7300U, 16 GB RAM, 256GB SSD, Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/81if4I5R1yL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/Elitebook-840-G5-Business-Diagonal/dp/B099X9222H/ref=sr_1_243?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-243,3.0,469.99,469.99,FREE Shipping,,469.99,0.0,263
262,"HP Pavilion 15 Laptop Computer, 15.6"" FHD Touchscreen, Intel Quad-Core i7-1165G7 up to 4.7GHz, 32GB DDR4 RAM, 2TB PCIe SSD, WiFi 6, BT 5.0, Backlit Keyboard, Lunar Gold, Windows 10, 64GB Flash Stylus",https://m.media-amazon.com/images/I/81n-oub1-7L._AC_UY218_.jpg,4.9 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg11_1?ie=UTF8&adId=A04673882BCDXP48P0G1I&url=%2FHP-Pavilion-15-Touchscreen-Quard-Core%2Fdp%2FB08FXNZJZZ%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286634%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-242-spons%26psc%3D1&qualifier=1651286634&id=3812778791810355&widgetName=sp_atf_next,42.0,1309.0,1309.0,,,1309.0,0.0,262
261,"2021 HP Pavilion x360 2-in-1 14"" FHD Touchscreen Laptop Computer, Intel Core i5-1135G7, 16GB RAM, 256GB PCIe SSD, Backlit KB, Intel Graphics, B&O Audio, HD Webcam, Win 10, Gold, 32GB SnowBell USB Card",https://m.media-amazon.com/images/I/51EyyRT9TwL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg11_1?ie=UTF8&adId=A0782923KEKDYQXFI788&url=%2FHP-Pavilion-x360-Touchscreen-i5-1035G1%2Fdp%2FB08CGFGFK4%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286634%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-241-spons%26psc%3D1&qualifier=1651286634&id=3812778791810355&widgetName=sp_atf_next,40.0,799.0,799.0,,,799.0,0.0,261
260,"2022 HP Pavilion Laptop, 14-inch HD Touchscreen, AMD 3000 Series Processor, 8GB RAM, 192GB Storage, Long Battery Life, Webcam, HDMI, Windows 10 + One Year of Office365, Sliver (Latest Model)",https://m.media-amazon.com/images/I/81nBgxqGyfL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg10_1?ie=UTF8&adId=A043800439VVO5SIW09AM&qualifier=1651286613&id=4503957527643578&widgetName=sp_btf&url=%2FHP-Pavilion-Touchscreen-Processor-Office365%2Fdp%2FB09NZR6T2W%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286613%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-241-spons%26psc%3D1,38.0,399.99,399.99,FREE Shipping by Amazon,,399.99,0.0,260
259,HP Omen 16 Gaming Laptop I 16.1” Full HD IPS 144Hz 7ms I 11th Gen Intel 8-Core i7-11800H I 16GB DDR4 512GB SSD I Geforce RTX 3060 6GB I Thunderbolt Backlit HDMI Win11 + 32GB MicroSD Card,https://m.media-amazon.com/images/I/71xW8LTxYAL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg10_1?ie=UTF8&adId=A06606132IJQU6FB2Q65R&qualifier=1651286613&id=4503957527643578&widgetName=sp_btf&url=%2FHP-Omen-i7-11800H-Geforce-Thunderbolt%2Fdp%2FB09YTHH5HP%2Fref%3Dsr_1_240_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286613%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-240-spons%26psc%3D1,4.0,1588.5,1588.5,,,1588.5,0.0,259
258,"HP 17t-ch000 17.3"" HD+ Touchscreen Laptop 11th Gen (Intel i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, 1600x900, WiFi 5, Bluetooth 5.2, Webcam, 1xHDMI, Win 11 Home) with Hub",https://m.media-amazon.com/images/I/61OCHkuv+dL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-17t-ch000-Touchscreen-i5-1135G7-Bluetooth/dp/B09L5G29ZF/ref=sr_1_239?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-239,5.0,799.0,799.0,,,799.0,0.0,258
257,"2022 Newest HP Notebook Laptop, 15.6"" Full HD 1080P Non-Touch Display, 11th Gen Intel Core i3-1115G4 Processor, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Silver (32GB RAM | 1TB PCIe SSD)",https://m.media-amazon.com/images/I/71YYaY2TueL._AC_UY218_.jpg,4.8 out of 5 stars,https://www.amazon.com/HP-Notebook-Non-Touch-i3-1115G4-Processor/dp/B09TQ5YQGV/ref=sr_1_238?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-238,18.0,699.0,699.0,,,699.0,0.0,257
256,"HP ProBook 640 G2 Laptop, 14 HD Display, Intel Core i5-6300U Upto 3.0GHz, 16GB RAM, 256GB NVMe SSD, DisplayPort, Wi-Fi, Bluetooth, Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/618BDL1xj4L._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/HP-ProBook-i5-6300U-DisplayPort-Bluetooth/dp/B08B6FNZL5/ref=sr_1_237?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-237,59.0,227.0,227.0,FREE Shipping,-26%,227.0,0.0,256
255,"2022 Newest HP Notebook Laptop, 17.3"" Full HD Non-Touch Display, 11th Gen Intel Core i5-1135G7 Processor, 16GB RAM, 512GB PCIe SSD, Backlit Keyboard, Webcam, HDMI, Wi-Fi, Windows 11 Home, Silver",https://m.media-amazon.com/images/I/71goRAdCqNL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Notebook-Non-Touch-i5-1135G7-Processor/dp/B09TTR88BP/ref=sr_1_236?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-236,39.0,739.0,739.0,FREE Shipping by Amazon,,739.0,0.0,255
254,"HP EliteBook 840 G4 14 inches Full HD Laptop, Touch Screen, Core i7-7600U 2.8GHz up to 3.9GHz, 16GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM (Renewed)",https://m.media-amazon.com/images/I/71Bh+HF9ACL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-EliteBook-i7-7600U-Windows-Renewed/dp/B07YN9MZSX/ref=sr_1_235?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-235,66.0,579.99,579.99,FREE Shipping by Amazon,,579.99,0.0,254
253,"HP 17 Business Laptop, 17.3In FHD IPS Display, 11th Gen Intel Core i5-1135G7(Beats i7-8500), Windows 10 Pro, 12GB RAM, 256GB SSD, Wi-Fi 5, Bluetooth, HDMI, Webcam, ‎Natural Silver, 17-30.99 inches",https://m.media-amazon.com/images/I/71l3rG46NML._AC_UY218_.jpg,4.9 out of 5 stars,https://www.amazon.com/HP-Business-i5-1135G7-Bluetooth-%E2%80%8ENatural/dp/B09HYYQJ63/ref=sr_1_234?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-234,15.0,699.0,699.0,,,699.0,0.0,253
251,"2021 HP 14 inch TouchScreen HD Laptop, Intel Celeron N4020, 4GB DDR4, 64GB eMMC, 1 Year Microsoft 365 Personal, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom) (Rose Pink)",https://m.media-amazon.com/images/I/617kQvh09RS._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-14-TouchScreen-Laptop-Accessories/dp/B094VG4RLM/ref=sr_1_232?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-232,282.0,399.99,399.99,FREE Shipping by Amazon,,399.99,0.0,251
250,"2022 HP 15t-dy200 15.6” Touchscreen Laptop with 60Hz FHD IPS Display (Intel i7-1165G7 4-Core, 16GB RAM, 512GB SSD, Intel Iris Xe, AC WiFi, BT 5.2, Backlit KB, HD Webcam, Win11H) w/Hub",https://m.media-amazon.com/images/I/713W-C8KlxL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-15t-dy200-Touchscreen-Display-i7-1165G7/dp/B09QNBKD6T/ref=sr_1_231?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-231,8.0,795.0,795.0,,,795.0,0.0,250
247,"2022 HP High Performance Business Laptop - 17.3"" FHD IPS - Intel i5-1135G7 4-Core - Iris Xe Graphics - 16GB DDR4 - 512GB SSD - USB-C - Fullsize Backlit Keyboard- Windows 11 w/ 32GB USB",https://m.media-amazon.com/images/I/61XR30OlS5L._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/2022-HP-Performance-Business-Laptop/dp/B09XYTNTJD/ref=sr_1_228?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-228,48.0,849.0,849.0,,,849.0,0.0,247
246,"HP 2022 Newest 14in Ultra Light Laptop, Intel N4020 Processor(Up to 2.8GHz), 4GB RAM, 128GB Storage(64GB eMMC+64GB Micro SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Google Classroom or Zoom",https://m.media-amazon.com/images/I/91p0IZlbyGL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg10_1?ie=UTF8&adId=A02459751AVMGXSS9UQR0&qualifier=1651286613&id=4503957527643578&widgetName=sp_mtf&url=%2FHP-Newest-Processor-Storage-Classroom%2Fdp%2FB09P3QG2Z8%2Fref%3Dsr_1_227_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286613%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-227-spons%26psc%3D1%26smid%3DAM0VWZ1WMK39K,43.0,299.0,299.0,Save 6%,,299.0,0.0,246
245,"2021 HP 17.3"" FHD IPS Premium Laptop, 11th Gen Intel 4-Core i5-1135G7 Upto 4.2GHz, Intel Iris Xe Graphics, Windows 11 Home + Woov 4K HDMI Cable (8GB | 512GB SSD, Windows 11)",https://m.media-amazon.com/images/I/61Ie63Yf78L._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg10_1?ie=UTF8&adId=A0683872R2DPM1SJ8MK4&qualifier=1651286613&id=4503957527643578&widgetName=sp_mtf&url=%2FHP-Premium-i5-1135G7-Graphics-Windows%2Fdp%2FB09LT17XMR%2Fref%3Dsr_1_226_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286613%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-226-spons%26psc%3D1,23.0,679.99,679.99,,,679.99,0.0,245
244,"HP Pavilion x360 14t 2-in-1 Natural Silver Laptop (Intel i5-1135G7 4-Core, 32GB RAM, 512GB PCIe SSD, Intel Iris Xe, 14.0"" Touch Full HD (1920x1080), Win 11 Home) with Hub",https://m.media-amazon.com/images/I/51mQdIiRYcL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Pavilion-14-dh2011nr-11Gen-i5-1135G7-1920x1080/dp/B091YSSKBD/ref=sr_1_224?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-224,16.0,899.99,899.99,,,899.99,0.0,244
240,"2022 HP 15t-dy200 15.6” Touchscreen Laptop with 60Hz FHD IPS Display (Intel i7-1165G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, AC WiFi, BT 5.2, Backlit KB, HD Webcam, Win11P) w/Hub",https://m.media-amazon.com/images/I/713W-C8KlxL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-15t-dy200-Touchscreen-Display-i7-1165G7/dp/B09QNG3S8K/ref=sr_1_220?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-220,1.0,839.0,839.0,,,839.0,0.0,240
239,"HP 2022 Newest 17z Laptop, 17.3'' HD+ Touchscreen, AMD Ryzen 5 5500U Processor, Bluetooth, Wi-Fi 6, Webcam, HDMI, Windows 11 Home, Silver (32GB RAM |1TB SSD+1TB HDD)",https://m.media-amazon.com/images/I/51ZT75ONb8L._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Processor-Bluetooth-Windows/dp/B09VVGSK55/ref=sr_1_219?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-219,19.0,949.0,949.0,,,949.0,0.0,239
204,"[Win 11 Pro] Newest HP Pavilion Touchscreen Laptop, 15.6”FHD 1080P IPS Display, Intel Core 11th gen i7-1195G7, GeForce MX350, 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, Webcam, USB-A&C, HDMI 2.0",https://m.media-amazon.com/images/I/71MDJJ2oh+L._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Pavilion-Touchscreen-Display-i7-1195G7/dp/B09XJN1C1K/ref=sr_1_170?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-170,57.0,1009.99,1009.99,,,1009.99,0.0,204
202,"HP 14'' Slim & Light Full HD IPS Laptop for Student or Business (AMD Ryzen 5 5500U 6-Core, 8GB RAM, 512GB PCIe SSD, AMD Radeon, 14.0"" Full HD (1920x1080), WiFi 6, Bluetooth 5.2,HD Webcam,Win10P)w/Hub",https://m.media-amazon.com/images/I/61kxmiCbmLL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-fq1021nr-Business-1920x1080-Bluetooth/dp/B09CLJDV8K/ref=sr_1_173?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-173,93.0,619.99,619.99,,,619.99,0.0,202
201,HP Elitebook 840 G3 Business Laptop Computer: 14 FHD/ Intel Core i7-6600U up to 3.4GHz/ 16GB DDR4 RAM/ 256GB SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB Type-C/ Windows 10 Professional (Renewed),https://m.media-amazon.com/images/I/61dNyIyqghL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Elitebook-840-G3-Business/dp/B07WMS56L7/ref=sr_1_172?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-172,78.0,393.97,393.97,FREE Shipping,,393.97,0.0,201
166,"HP 17 Business Laptop Computer, 11th Gen Intel Core i3-1115G4, 17.3"" FHD Display, Windows 11 Pro, 12GB RAM 256GB SSD, HDMI, Wi-Fi, Bluetooth, Webcam, 32GB Durlyfish USB Card",https://m.media-amazon.com/images/I/71Rp4REbp6L._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-17-i3-1115G4-Bluetooth-Durlyfish/dp/B09TGGV8GJ/ref=sr_1_137?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-137,11.0,579.0,579.0,,,579.0,0.0,166
161,"HP 15 Business Laptop 15.6"" HD Touchscreen 11th Gen (Intel i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, (1366x768), WiFi 5, Bluetooth 4.2, HD Webcam, SD Card, Win 10 Pro) w/Hub",https://m.media-amazon.com/images/I/71U7pL2EA5S._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-Business-i5-1135G7-1366x768-Bluetooth/dp/B097BQY48P/ref=sr_1_132?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-132,10.0,699.0,699.0,,,699.0,0.0,161
160,"HP 17 Business Laptop Computer, 11th Gen Intel Core i5-1135G7, 17.3"" FHD IPS Display, Windows 11 Pro, 12GB RAM, 256GB SSD+1TB HDD, Backlit keyboard, Wi-Fi 6, Bluetooth, Webcam, 32GB Durlyfish USB Card",https://m.media-amazon.com/images/I/71ZOUN8JWXL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-17-i5-1135G7-Bluetooth-Durlyfish/dp/B09V8C4HBD/ref=sr_1_131?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-131,2.0,799.0,799.0,,,799.0,0.0,160
159,"2021 Newest HP 15.6"" Micro-Edge HD Laptop, Intel Core i3-1115G4 up to 4.1GHz (Beat i5-1035G4), 16GB RAM, 512GB NVMe SSD, Numpad, Lightweight, WiFi, Bluetooth, Webcam, Fast Charge, HDMI, Win10 S",https://m.media-amazon.com/images/I/61bQlNG62bL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Micro-Edge-i3-1115G4-i5-1035G4-Lightweight/dp/B09M6ZWJPL/ref=sr_1_130?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-130,52.0,499.0,499.0,Save 9%,,499.0,0.0,159
156,"2022 HP 15.6"" FHD Laptop Computer, 11th Gen Intel Core i5-1135G7(Beats Intel i7-1065G7), 16GB RAM, 256GB PCIe SSD, Intel Iris X Graphics, HD Webcam, HDMI, Bluetooth, Win 10, Silver, 32GB USB Card",https://m.media-amazon.com/images/I/61hiI1VgXkL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-Computer-i5-1135G7-i7-1065G7-Bluetooth/dp/B09QJNMXPL/ref=sr_1_126?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-126,24.0,629.0,629.0,FREE Shipping by Amazon,,629.0,0.0,156
155,"2022 Newest HP 17.3"" FHD IPS Laptop Computer, 11th Gen Intel Dual Core i3-1115G4 (Upto 4.1GHz, Beats i5-1030G7), 8GB RAM, 256GB PCIe SSD,UHD Graphics, Bluetooth, HDMI,Webcam, Windows 11+MarxsolCables",https://m.media-amazon.com/images/I/81+YTE4Gr4L._AC_UY218_.jpg,4.0 out of 5 stars,https://www.amazon.com/Newest-HP-17-3-Laptop-MarxsolCables/dp/B09S2JGKMV/ref=sr_1_125?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-125,14.0,509.0,509.0,FREE Shipping,,509.0,0.0,155
154,"[Windows 11 Pro] HP 15 15.6"" FHD Business Laptop, Hexa-Core AMD Ryzen 5 5500U (Beat i5-1135G7), 16GB DDR4 RAM, 256GB PCIe SSD, 802.11AC WiFi, Bluetooth 4.2, HDMI, Type-C, Spruce Blue, 64GB Flash Drive",https://m.media-amazon.com/images/I/71SKaCX3H0L._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Computer-i5-7200U-Microphone/dp/B086C86RS8/ref=sr_1_124?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-124,158.0,649.0,649.0,,,649.0,0.0,154
152,"Newest HP 15 Business Laptop, 11th Gen Intel Core i5-1135G7, 15.6"" FHD IPS Display, 12GB RAM, 256GB SSD, Wi-Fi 5, Bluetooth, Windows 10 Pro | 32GB Tela USB Card",https://m.media-amazon.com/images/I/71pJAbRR1dL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-Business-i5-1135G7-Display-Bluetooth/dp/B09BFM894X/ref=sr_1_122?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-122,24.0,649.0,649.0,Save 7%,,649.0,0.0,152
150,"HP 15.6 Laptop, FHD 1080P IPS Display, 11th Gen Intel Core i3-1115G4, 16GB DDR4 RAM, 512GB PCIe SSD, HDMI, WiFi, Bluetooth, Finger Print Reader, Win10 Home, Silver (HP Notebook Laptop 2022 Model)",https://m.media-amazon.com/images/I/71Tnrnk+NcL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Display-i3-1115G4-Bluetooth-Notebook/dp/B09FRH514G/ref=sr_1_124?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-124,65.0,549.0,549.0,FREE Shipping by Amazon,,549.0,0.0,150
148,"2022 Flagship HP 17.3-inch IPS FHD Laptop Computer, Intel Core i5-1135G7, Quad Core up to 4.2 GHz, Iris Xe Graphics, 16GB RAM, 512GB PCIe SSD,Backlit Keyboard, WiFi 5, Webcam, Windows 11+MarxsolCables",https://m.media-amazon.com/images/I/811pEJUMRLL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/Flagship-HP-17-3-inch-i5-1135G7-MarxsolCables/dp/B09QV57HLQ/ref=sr_1_122?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-122,29.0,689.0,689.0,FREE Shipping by Amazon,,689.0,0.0,148
